id,fund_type,department_code,fund_code,organization_code,organization_description,division_code,division_description,section_code,sub_section_code,sub_section_description,schedule_grade,bargaining_unit,title_code,budgeted_unit,position_control,budgeted_pay_rate,total_budgeted_amount,total_budgeted_unit_people,total_budgeted_unit_time
4634,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3280,0,,2 0,33,4435,Hourly,1,47,586560,6.0,
4635,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3280,0,,2 0,50,4301,Hourly,1,50,414003,4.0,
4636,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3280,0,,1 00,0,0012,Annual,0,185990,185990,,0.0
4637,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3355,0,,1 00,9,9679,Annual,1,131664,131664,1.0,
4638,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3355,0,,3 00,0,8256,Annual,1,112248,112248,1.0,
4639,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3355,0,,3 00,20,8184,Annual,1,129072,129072,1.0,
4640,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3355,0,,BX 13,10,0801,Annual,1,68472,68472,1.0,
4641,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3355,0,,B 09,1,0665,Annual,1,63348,63348,1.0,
4642,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3355,0,,3 00,10,0289,Annual,1,82476,82476,1.0,
4643,Local,84,0300,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3355,0,,1 00,0,0015,Annual,0,979,979,,0.0
4644,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,54,9534,Hourly,1,44,369408,4.0,
4645,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,41,826C,Hourly,0,35,110261,,3120.0
4646,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,41,826C,Hourly,0,30,62483,,2080.0
4647,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,25,8267,Hourly,1,46,95160,1.0,
4648,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,41,8265,Hourly,1,38,79394,1.0,
4649,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,41,8263,Hourly,1,35,1176115,16.0,
4650,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,41,8263,Hourly,1,32,132330,2.0,
4651,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,V 13,54,6295,Annual,1,100680,100680,1.0,
4652,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,G 08,4,6254,Annual,1,84084,84084,1.0,
4653,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,B 14,1,6144,Annual,1,110508,110508,1.0,
4654,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,V 16,54,6139,Annual,1,133020,133020,1.0,
4655,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,V 13,54,6137,Annual,1,72024,72024,1.0,
4656,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,V 13,54,6137,Annual,1,68724,68724,1.0,
4657,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,3 00,10,6135,Annual,1,111144,111144,1.0,
4658,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,25,465D,Hourly,0,34,95648,,2774.0
4659,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,2 0,25,4656,Hourly,1,41,508435,6.0,
4660,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,1 00,0,0015,Annual,0,2200,2200,,0.0
4661,Local,84,0310,1140,SIGN MANAGEMENT,2140,Division of Sign Management,3139,4140,Sign Managment - Operations,1 00,0,0012,Annual,0,2881,2881,,0.0
4662,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,54,9534,Hourly,1,44,1662336,18.0,
4663,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,7120,Monthly,1,9516,1141920,10.0,
4664,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5088,Monthly,1,10383,872144,7.0,
4665,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5086,Monthly,1,9516,4339296,38.0,
4666,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5085,Monthly,1,11076,265824,2.0,
4667,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5083,Hourly,1,60,498368,4.0,
4668,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5081,Hourly,1,55,2169648,19.0,
4669,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5061,Hourly,1,43,356262,4.0,
4670,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5061,Hourly,1,39,320653,4.0,
4671,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5061,Hourly,1,34,213782,3.0,
4672,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,2 0,29,5061,Hourly,1,30,1621318,26.0,
4673,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,3 00,10,5049,Annual,1,108960,108960,1.0,
4674,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4273,Street Light Maintenance,1 00,0,0012,Annual,0,184054,184054,,0.0
4675,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4274,Traffic Signal Maintenance,2 0,29,5089,Monthly,1,10383,249184,2.0,
4676,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4274,Traffic Signal Maintenance,2 0,29,5087,Monthly,1,9516,2740608,24.0,
4677,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4274,Traffic Signal Maintenance,2 0,29,5085,Monthly,1,11076,132912,1.0,
4678,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4274,Traffic Signal Maintenance,1 00,0,0012,Annual,0,45279,45279,,0.0
4679,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4278,MTD Allocations,2 0,8,7185,Hourly,1,40,84157,1.0,
4680,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4278,MTD Allocations,2 0,8,7184,Hourly,1,38,398840,5.0,
4681,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4278,MTD Allocations,2 0,8,7183,Hourly,1,38,2153736,27.0,
4682,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3270,4278,MTD Allocations,1 00,0,0012,Annual,0,36123,36123,,0.0
4683,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,2 0,54,9534,Hourly,1,44,1292928,14.0,
4684,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,2 0,54,9528,Hourly,1,44,92352,1.0,
4685,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,2 0,53,8244,Hourly,1,45,282672,3.0,
4686,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,2 0,8,7185,Hourly,1,40,84157,1.0,
4687,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,2 0,8,7183,Hourly,1,38,877448,11.0,
4688,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,2 0,29,5085,Monthly,1,11076,265824,2.0,
4689,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,2 0,29,5083,Hourly,1,60,747552,6.0,
4690,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,2 0,29,5081,Hourly,1,55,2283840,20.0,
4691,Local,84,0310,1150,ELECTRICAL OPERATIONS,2150,Division of Electrical Operations,3275,4280,Electrical Construction Support,1 00,0,0012,Annual,0,73994,73994,,0.0
4692,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,54,9539,Hourly,1,44,1385280,15.0,
4693,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,54,8323,Hourly,1,44,461760,5.0,
4694,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,33,8258,Hourly,1,50,102960,1.0,
4695,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,54,8255,Hourly,1,49,101483,1.0,
4696,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,54,8249,Hourly,1,45,471120,5.0,
4697,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,42,7635,Hourly,1,56,116688,1.0,
4698,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,42,7633,Hourly,1,52,541840,5.0,
4699,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,8,7183,Hourly,1,38,319072,4.0,
4700,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,33,4437,Hourly,1,49,1019200,10.0,
4701,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,33,4435,Hourly,1,49,305760,3.0,
4702,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,33,4435,Hourly,1,47,293280,3.0,
4703,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,33,4434,Hourly,1,42,175968,2.0,
4704,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,2 0,33,4434,Hourly,1,38,156416,2.0,
4705,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,V 10,54,0427,Annual,1,52020,52020,1.0,
4706,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,V 10,54,0427,Annual,1,45276,45276,1.0,
4707,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,1 00,0,0015,Annual,0,1092,1092,,0.0
4708,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4260,Concrete,1 00,0,0012,Annual,0,28118,28118,,0.0
4709,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,53,9411,Hourly,1,44,1754688,19.0,
4710,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,53,8246,Hourly,1,46,378560,4.0,
4711,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,BX 18,10,8185,Annual,1,121188,121188,1.0,
4712,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,42,7636,Monthly,1,9854,118248,1.0,
4713,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,42,7633,Hourly,1,54,337584,3.0,
4714,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,42,7633,Hourly,1,52,650208,6.0,
4715,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,8,7185,Hourly,1,40,168314,2.0,
4716,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,8,7183,Hourly,1,38,319072,4.0,
4717,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,36,6680,Monthly,1,9218,110614,1.0,
4718,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,32,5042,Monthly,1,9707,116480,1.0,
4719,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,32,5035,Hourly,1,50,104000,1.0,
4720,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,41,4856,Hourly,1,50,104458,1.0,
4721,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,41,4855,Hourly,1,47,193440,2.0,
4722,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,46,4838,Monthly,1,9708,116501,1.0,
4723,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,14,4776,Hourly,1,54,111800,1.0,
4724,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,14,4774,Hourly,1,51,211120,2.0,
4725,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,16,4756,Hourly,1,55,114608,1.0,
4726,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,16,4754,Hourly,1,52,432640,4.0,
4727,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,53,4566,Hourly,1,49,101483,1.0,
4728,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,50,4526,Monthly,1,10358,248602,2.0,
4729,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,33,4437,Hourly,1,49,101920,1.0,
4730,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,33,4435,Hourly,1,47,97760,1.0,
4731,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,49,440A,Hourly,0,48,131884,,2773.0
4732,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,49,4405,Hourly,1,52,108826,1.0,
4733,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,49,4401,Hourly,1,48,197850,2.0,
4734,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,50,4304,Monthly,1,9492,113901,1.0,
4735,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,50,4303,Hourly,1,52,652205,6.0,
4736,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,2 0,50,4301,Hourly,1,50,517504,5.0,
4737,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4262,Bridges,1 00,0,0012,Annual,0,38706,38706,,0.0
4738,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,54,946D,Hourly,0,44,1477632,,33280.0
4739,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,54,9464,Hourly,1,44,6464640,70.0,
4740,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,54,8322,Hourly,1,44,1015872,11.0,
4741,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,54,8257,Hourly,1,48,200595,2.0,
4742,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,54,8248,Hourly,1,45,2732496,29.0,
4743,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,53,8243,Hourly,1,49,202966,2.0,
4744,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,42,7633,Hourly,1,52,650208,6.0,
4745,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,8,7184,Hourly,1,38,159536,2.0,
4746,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,2 0,8,7183,Hourly,1,38,2153736,27.0,
4747,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,V 10,54,0427,Annual,1,54504,54504,1.0,
4748,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,V 10,54,0427,Annual,1,45276,45276,1.0,
4749,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,1 00,0,0015,Annual,0,1092,1092,,0.0
4750,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4266,Pothole and Pavement Maintenance,1 00,0,0012,Annual,0,130839,130839,,0.0
4751,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4267,Pavement Marking,2 0,54,953D,Hourly,0,44,862159,,19418.0
4752,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4267,Pavement Marking,2 0,39,463D,Hourly,0,48,937889,,19418.0
4753,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4267,Pavement Marking,1 00,0,0012,Annual,0,6725,6725,,0.0
4754,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,36,6681,Hourly,0,25,129168,,5200.0
4755,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,36,6676,Hourly,1,52,434138,4.0,
4756,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,36,6674,Hourly,1,50,516672,5.0,
4757,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,32,5040,Hourly,1,54,333965,3.0,
4758,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,32,5035,Hourly,1,50,1456000,14.0,
4759,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,46,4836,Hourly,1,55,453523,4.0,
4760,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,46,4834,Hourly,1,53,1529091,14.0,
4761,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,47,4805,Hourly,1,52,429562,4.0,
4762,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,47,4804,Hourly,1,54,225181,2.0,
4763,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,39,4636,Hourly,1,54,113027,1.0,
4764,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,2 0,39,4634,Hourly,1,48,100464,1.0,
4765,Local,84,0310,1155,IN-HOUSE CONSTRUCTION,2155,Division of In-House Construction,3256,4268,Bridge Maintenance,1 00,0,0012,Annual,0,20130,20130,,0.0
4766,Local,3,0314,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3015,0,,3 00,0,1262,Annual,1,105156,210312,2.0,
4767,Local,3,0314,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3020,0,,3 00,0,1260,Annual,1,104712,209424,2.0,
4768,Local,3,0314,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3020,0,,GY 09,0,1222,Annual,1,78828,78828,1.0,
4769,Local,3,0314,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3027,0,,3 00,0,1127,Annual,1,104712,104712,1.0,
4770,Local,3,0314,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3027,0,,GY 07,20,1125,Annual,1,67464,67464,1.0,
4771,Local,3,0314,1005,OFFICE OF INSPECTOR GENERAL,2005,Office of Inspector General,3027,0,,1 00,0,0015,Annual,0,2565,2565,,0.0
4772,Local,28,0314,1005,OFFICE OF CITY TREASURER,2005,Office of City Treasurer,3010,0,,3 00,0,0242,Annual,1,75408,150816,2.0,
4773,Local,31,0314,1005,LAW,2005,Department of Law,3019,4003,Sewer Torts,L 04,9,1674,Annual,1,124116,124116,1.0,
4774,Local,31,0314,1005,LAW,2005,Department of Law,3019,4003,Sewer Torts,L 03,9,1673,Annual,1,89700,89700,1.0,
4775,Local,31,0314,1005,LAW,2005,Department of Law,3019,4003,Sewer Torts,L 03,9,1673,Annual,1,67908,67908,1.0,
