FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,53,8246,Foreman of Construction Laborers,Hourly,4,1,46,378560
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,42,763C,Hoisting Engineer,Hourly,73730,0,52,3841333
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,42,7636,General Foreman of Hoisting Engineers,Monthly,1,1,9854,118248
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,42,7635,Foreman of Hoisting Engineers,Hourly,1,1,56,116688
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,42,7633,Hoisting Engineer,Hourly,35,1,52,3792880
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,8,718E,Foreman of Motor Truck Drivers,Hourly,2080,0,40,84157
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,3,1,40,252470
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,8,7184,Pool Motor Truck Driver,Hourly,6,1,38,478608
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,8,7184,Pool Motor Truck Driver,Hourly,68640,0,31,2105875
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,8,7183,Motor Truck Driver,Hourly,106,1,38,8455408
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,8,7124,Equipment Dispatcher,Hourly,1,1,39,81162
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,53,7101,Emergency Crew Dispatcher,Hourly,10,1,44,923520
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,3 00,0,5985,General Superintendent of Water Management,Annual,1,1,120348,120348
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,3 00,0,5985,General Superintendent of Water Management,Annual,1,1,119976,119976
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,16,475D,Plumber,Hourly,145600,0,52,7571200
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,16,4754,Plumber,Hourly,23,1,52,2487680
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,53,4566,General Foreman of Construction Laborers,Hourly,1,1,49,101483
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,33,4435,Cement Finisher,Hourly,4,1,47,391040
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,49,4405,Foreman of Bricklayers,Hourly,1,1,52,108826
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,2 0,49,4403,Sewer Bricklayer,Hourly,6240,0,48,296774
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4176,4176
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3261,System Installation and Maintenance,4011,Water System Installation and Maintenance,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,508638,508638
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3263,Systems Installations,0,,2 0,53,9411,Construction Laborer,Hourly,15,1,44,1385280
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3263,Systems Installations,0,,2 0,16,8394,Foreman of Water Pipe Construction,Hourly,5,1,55,573040
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3263,Systems Installations,0,,2 0,16,8352,Assistant District Superintendent,Monthly,2,1,9897,237536
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3263,Systems Installations,0,,2 0,16,8301,Caulker,Hourly,2,1,52,216320
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3263,Systems Installations,0,,2 0,16,4754,Plumber,Hourly,4,1,52,432640
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3263,Systems Installations,0,,U 10,53,0417,District Clerk,Annual,1,1,45276,45276
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3263,Systems Installations,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1092,1092
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3263,Systems Installations,0,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,21752,21752
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3265,Reimbursable Personnel,0,,2 0,36,6681,Machinist - Apprentice,Hourly,12480,0,25,310003
Local,88,DWM,0200,Water Fund,1025,OPERATIONS AND DISTRIBUTION,2025,Bureau of Operations and Distribution,3265,Reimbursable Personnel,0,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,2387,2387
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3340,Agency Management,0,,BX 15,10,0320,Assistant to the Commissioner,Annual,1,1,96096,96096
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3340,Agency Management,0,,3 00,9,0313,Assistant Commissioner,Annual,1,1,96696,96696
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3340,Agency Management,0,,BX 17,10,0304,Assistant to Commissioner,Annual,1,1,105420,105420
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,3 00,20,6556,Superintendent of Water Meters,Annual,1,1,114528,114528
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,2 0,16,4756,Foreman of Plumbers,Hourly,1,1,55,114608
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,2 0,16,2231,Plumbing Inspector,Monthly,1,1,9367,112404
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 15,16,1063,Supervisor of Water Rate Takers,Annual,2,1,105492,210984
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1062,Water Meter Assessor,Annual,1,1,91788,91788
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1062,Water Meter Assessor,Annual,2,1,65664,131328
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1062,Water Meter Assessor,Annual,3,1,59808,179424
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1061,Water Rate Taker,Annual,5,1,100680,503400
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1061,Water Rate Taker,Annual,6,1,91788,550728
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1061,Water Rate Taker,Annual,1,1,68724,68724
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1061,Water Rate Taker,Annual,5,1,65664,328320
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,J 13,16,1061,Water Rate Taker,Annual,3,1,59808,179424
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,B 08,1,0664,Data Entry Operator,Annual,2,1,57720,115440
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,U 10,53,0417,District Clerk,Annual,2,1,45276,90552
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,11877,11877
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3345,Meter Services,0,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,1703,1703
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,53,941A,Construction Laborer,Hourly,6240,0,44,277056
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,53,9411,Construction Laborer,Hourly,12,1,44,1108224
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,16,8325,Pipe Locating Machine Operator,Hourly,2,1,55,229216
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,53,8246,Foreman of Construction Laborers,Hourly,1,1,46,94640
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,42,7633,Hoisting Engineer,Hourly,1,1,52,108368
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,8,718C,Motor Truck Driver,Hourly,6240,0,38,239304
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,8,7183,Motor Truck Driver,Hourly,5,1,38,398840
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,36,6676,Foreman of Machinists,Hourly,3,1,52,325603
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,36,6674,Machinist,Hourly,2,1,50,206669
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,36,6672,Water Meter Machinist,Hourly,15,1,45,1400880
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,3 00,0,6555,Assistant Superintendent of Water Meters,Annual,1,1,99624,99624
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,16,4756,Foreman of Plumbers,Hourly,2,1,55,229216
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,16,4754,Plumber,Hourly,9,1,52,973440
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,16,2233,Plumbing Inspector - in Charge,Monthly,1,1,9537,114444
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,16,2231,Plumbing Inspector,Monthly,7,1,9367,786828
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,2 0,53,1860,Foreman of Pipe Yards,Hourly,1,1,46,94640
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,B 08,1,0430,Clerk III,Annual,1,1,63348,63348
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,U 10,53,0417,District Clerk,Annual,1,1,47460,47460
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,U 10,53,0417,District Clerk,Annual,1,1,45276,45276
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,3 00,9,0311,Projects Administrator,Annual,1,1,91092,91092
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1203,1203
Local,88,DWM,0200,Water Fund,1035,METER SERVICES,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,54208,54208
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,1 00,9,9684,Deputy Director,Annual,1,1,113376,113376
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,BX 17,10,3092,Program Director,Annual,1,1,79020,79020
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,3 00,20,3057,Director of Program Operations,Annual,1,1,87540,87540
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,1 00,9,1651,Office Administrator,Annual,1,1,105756,105756
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,3 00,0,1646,Attorney,Annual,1,1,58800,58800
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,3 00,0,1430,Policy Analyst,Annual,1,1,107878,107878
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 15,1,1302,Administrative Services Officer II,Annual,1,1,75480,75480
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,3 00,0,1246,Director of License Administration,Annual,1,1,84972,84972
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,BX 16,20,0729,Information Coordinator,Annual,1,1,67800,67800
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,3 00,0,0442,Director of License Issuance,Annual,1,1,90192,90192
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 13,1,0433,Supervisor of License Issuance,Annual,1,1,100716,100716
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,3 00,0,0310,Project Manager,Annual,1,1,62376,62376
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 13,1,0308,Staff Assistant,Annual,1,1,96096,96096
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,3 00,0,0306,Assistant Director,Annual,1,1,75408,75408
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,3 00,0,0306,Assistant Director,Annual,1,1,73920,73920
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0302,Administrative Assistant II,Annual,1,1,43932,43932
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,BX 15,10,0248,Supervisor of Payment Center,Annual,2,1,87564,175128
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0236,Payment Reconciler,Annual,3,1,69468,208404
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0236,Payment Reconciler,Annual,1,1,49692,49692
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0235,Payment Services Representative,Annual,3,1,76248,228744
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0235,Payment Services Representative,Annual,2,1,72828,145656
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0235,Payment Services Representative,Annual,6,1,69468,416808
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0235,Payment Services Representative,Annual,2,1,49692,99384
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0235,Payment Services Representative,Annual,3,1,45288,135864
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,B 10,1,0235,Payment Services Representative,Annual,2,1,43932,87864
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,BX 16,20,0212,Director of Collection Processing,Annual,1,1,105420,105420
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,12839,12839
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3030,Customer Processing Center,0,,1 00,9,9684,Deputy Director,Annual,1,1,105756,105756
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3030,Customer Processing Center,0,,B 13,1,6409,Graphic Artist III,Annual,1,1,62712,62712
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3030,Customer Processing Center,0,,3 00,0,1246,Director of License Administration,Annual,1,1,72180,72180
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3030,Customer Processing Center,0,,B 12,1,0432,Supervising Clerk,Annual,1,1,52896,52896
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3030,Customer Processing Center,0,,B 10,1,0419,Customer Account Representative,Annual,1,1,69468,69468
Local,25,CLERK,0300,Vehicle Tax Fund,1005,OFFICE OF CITY CLERK,2005,Office of City Clerk,3030,Customer Processing Center,0,,B 10,1,0419,Customer Account Representative,Annual,1,1,47472,47472
